CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OCCUPATION_TREATED,MONTHS_BALANCE,STATUS,target
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-4,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-5,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-6,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-7,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-8,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-9,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-10,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-11,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-12,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-13,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-14,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-15,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,0,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-1,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-2,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-3,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-4,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-5,C,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-6,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-7,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-8,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-9,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-10,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-11,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-12,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-13,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-14,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-15,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-16,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-17,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-18,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-19,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-20,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-21,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-22,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-23,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,0,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-1,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-2,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-3,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-4,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-5,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-6,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-7,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-8,0,1
M,1.0,0.0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,2.0,High skill tech staff,-9,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,0,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-1,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-2,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-3,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-4,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-5,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-6,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-7,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-8,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-9,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-10,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-11,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-12,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-13,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-14,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-15,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-16,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-17,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-18,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-19,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-20,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-21,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-22,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-23,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-24,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-25,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-26,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-27,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-28,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-29,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-30,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,0,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-1,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-2,X,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-3,1,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-4,0,1
M,0.0,0.0,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,2.0,Drivers,-5,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,0,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-1,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-2,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-3,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-4,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-5,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-6,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-7,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-8,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-9,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-10,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-11,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-12,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-13,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-14,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-15,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-16,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-17,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-18,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-19,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-20,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-21,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-22,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-23,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-24,0,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-25,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,0,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-1,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-2,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-3,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-4,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-5,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-6,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-7,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-8,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-9,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-10,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-11,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-12,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-13,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-14,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-15,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-16,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-17,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-18,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-19,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-20,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-21,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-22,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-23,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-24,X,1
F,0.0,0.0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,2.0,Laborers,-25,X,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,0,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-1,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-2,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-3,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-4,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-5,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-6,C,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-7,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-8,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-9,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-10,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-11,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-12,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-13,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-14,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-15,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,0,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-1,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-2,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-3,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-4,1,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-5,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-6,0,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-7,X,1
F,1.0,0.0,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,1.0,Managers,-8,X,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-27,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-28,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-29,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-30,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-31,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-32,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-33,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-34,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-35,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-36,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-37,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-38,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-39,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-40,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-41,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-42,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-43,C,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-44,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-45,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-46,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-47,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,0,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-1,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-2,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-3,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-4,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-5,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-6,0,1
M,1.0,0.0,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,2.0,Drivers,-7,0,1
